,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
73195,2021-09-30 17:37:55,"Al dar de alta para transferir se tarda 2 horas, está bien por l seguridad pero si es una urgencia mejor uso otro banco",5.62,0,"Al dar de alta para transferir se tarda 2 horas, está bien por l seguridad pero si es una urgencia mejor uso otro banco",transferencias
73199,2021-09-30 17:45:45,"No funciona el sistema, seguido tengo problemas, no me permitió hacer una transferencia",5.62,0,"No funciona el sistema, seguido tengo problemas, no me permitió hacer una transferencia",transferencias
73202,2021-09-30 17:48:20,Ojalá se pudieran hacer transferencias desde aquí,,0,Ojalá se pudieran hacer transferencias desde aquí,transferencias
73215,2021-09-30 18:18:25,"Para transferir se tiene que dar de alta la cuenta, y después ya no se puede borrar",5.62,0,"Para transferir se tiene que dar de alta la cuenta, y después ya no se puede borrar",transferencias
73224,2021-09-30 14:07:21,"Podría mejorar, tarda mucho para volver a ingresar a la aplicación, al igual que las transferencias que uno hace y cuando uno transfiere a Santander",5.62,0,"Podría mejorar, tarda mucho para volver a ingresar a la aplicación, al igual que las transferencias que uno hace y cuando uno transfiere a Santander",transferencias
73232,2021-09-30 14:13:03,"Pésima la aplicación, no me permite hacer transferencias y no me contestan porque según Santander no necesito ejecutivo, que vea un tutorial.",5.62,0,"Pésima la aplicación, no me permite hacer transferencias y no me contestan porque según Santander no necesito ejecutivo, que vea un tutorial.",transferencias
73249,2021-09-30 13:27:26,"Es horrible su aplicación, no puedo realizar transferencias a otros bancos ni retiros sin la tarjeta. Tanta seguridad en la aplicación hace tedioso usarla.",5.62,0,"Es horrible su aplicación, no puedo realizar transferencias a otros bancos ni retiros sin la tarjeta. Tanta seguridad en la aplicación hace tedioso usarla.",transferencias
73269,2021-09-30 15:20:18,La última actualización en septiembre no permite hacer transferencia. Se crashea y se cierra en todo momento,5.62,0,La última actualización en septiembre no permite hacer transferencia. Se crashea y se cierra en todo momento,transferencias
73272,2021-09-30 15:25:28,"Llevo días batallando con mi aplicación no me deja hacer transferencia, no puedo checar mis movimientos se cierra derrepente porfavor ya son muchos días ayúdenos",5.60,0,"Llevo días batallando con mi aplicación no me deja hacer transferencia, no puedo checar mis movimientos se cierra derrepente porfavor ya son muchos días ayúdenos",transferencias
73276,2021-09-30 15:30:15,"Me gusta la app pero para poder realizar cualquiera de las otras opciones necesito un código y eso es muy atrasado, tengo otra app en la que no necesita códigos para hacer transferencias o movimientos internos por eso mi calificación",5.62,0,"Me gusta la app pero para poder realizar cualquiera de las otras opciones necesito un código y eso es muy atrasado, tengo otra app en la que no necesita códigos para hacer transferencias o movimientos internos por eso mi calificación",transferencias
73283,2021-09-30 15:45:08,Muy buena velocidad de registro de depósitos y transferencias,5.62,0,Muy buena velocidad de registro de depósitos y transferencias,transferencias
73310,2021-09-30 15:15:29,Para ser transferencias necesitas ir al banco a qué te activen un nip dinámico BBVA es mucho mejor no te hacen dar vueltas ... Manejo ambas cuentas .,5.62,0,Para ser transferencias necesitas ir al banco a qué te activen un nip dinámico BBVA es mucho mejor no te hacen dar vueltas ... Manejo ambas cuentas .,transferencias
73353,2021-09-29 13:05:18,Últimamente se batalla mucho en entrar a Santander móvil y también se batalla. Mucho en hacer transferencias,5.62,0,Últimamente se batalla mucho en entrar a Santander móvil y también se batalla. Mucho en hacer transferencias,transferencias
73371,2021-09-29 15:57:17,No sé observan cuentas de otros bancos después de darles de alta solo aparecen 3 y las otras dadas de altas no... Por lo que es perdida de tiempo darlas de alta.... Para después reconocer que está dada de alta pero no la vez para hacer la transferencia....,5.62,0,No sé observan cuentas de otros bancos después de darles de alta solo aparecen 3 y las otras dadas de altas no... Por lo que es perdida de tiempo darlas de alta.... Para después reconocer que está dada de alta pero no la vez para hacer la transferencia....,transferencias
73400,2021-09-29 15:27:04,Tarda muchas horas para dar de alta una cuenta y realizar la transferencia,5.58.5,0,Tarda muchas horas para dar de alta una cuenta y realizar la transferencia,transferencias
73403,2021-09-29 15:11:16,"No está tan buena la aplicación, nonse puede realizar transferencias y a cada rato deja de funcionar",5.62,0,"No está tan buena la aplicación, nonse puede realizar transferencias y a cada rato deja de funcionar",transferencias
73417,2021-09-29 10:33:27,"Gracias, con la actualización ya obtuve mi supertoken, ya podré realizar transferencias bancarias.",5.62,0,"Gracias, con la actualización ya obtuve mi supertoken, ya podré realizar transferencias bancarias.",transferencias
73462,2021-09-29 12:13:17,"Debería ser más fácil hacer transferencias bancarias, pero por lo demás muy bien",5.62,0,"Debería ser más fácil hacer transferencias bancarias, pero por lo demás muy bien",transferencias
73469,2021-09-29 12:23:32,"No me permite sacar mi token por la aplicación y no e podido realizar transferencias, tampoco tengo mucho tiempo de ir a una sucursal osea que no es de mucha ayuda ... Mejor vayan directo a la sucursal",5.62,0,"No me permite sacar mi token por la aplicación y no e podido realizar transferencias, tampoco tengo mucho tiempo de ir a una sucursal osea que no es de mucha ayuda ... Mejor vayan directo a la sucursal",transferencias
73479,2021-09-29 12:33:57,Solo falta poder hacer transferencias en la aplicación y hacer enlance con el banco para sacar el token,5.62,0,Solo falta poder hacer transferencias en la aplicación y hacer enlance con el banco para sacar el token,transferencias
73498,2021-09-29 11:53:35,No pude hacer transferencias,5.62,0,No pude hacer transferencias,transferencias
73508,2021-09-30 01:56:40,"Es buena, pero antes se podía tomar captura de pantalla en ciertas opciones como los movimientos, eso es un poco necesario para comprobar anteriores transferencias.",5.62,0,"Es buena, pero antes se podía tomar captura de pantalla en ciertas opciones como los movimientos, eso es un poco necesario para comprobar anteriores transferencias.",transferencias
73509,2021-09-29 16:25:19,"Con la nueva actualización no me deja hacer trasferencias rápidas por que dice que excedí mi limete del día cuando ni una transferencia e realizado, es muy molesto.",5.62,0,"Con la nueva actualización no me deja hacer trasferencias rápidas por que dice que excedí mi limete del día cuando ni una transferencia e realizado, es muy molesto.",transferencias
73513,2021-09-29 21:26:22,Antes de la actualización era muy buena y rápida ahora me cierra la app y cuando quiero hacer una transferencia me pide el nip dinámico es PESIMA LA NUEVA ACTUALIZACIÓN,5.59.1,0,Antes de la actualización era muy buena y rápida ahora me cierra la app y cuando quiero hacer una transferencia me pide el nip dinámico es PESIMA LA NUEVA ACTUALIZACIÓN,transferencias
73539,2021-09-29 20:28:54,"La aplicación se cierra, no permite hacer transferencias, era muy buena, espero que arreglen la aplicación rápido",5.62,0,"La aplicación se cierra, no permite hacer transferencias, era muy buena, espero que arreglen la aplicación rápido",transferencias
73576,2021-09-30 01:27:05,"Una porquería, no me deja hacer transferencias, todo el tiempo me pide activar el token cuando ya lo he hecho, un fastidio.",5.62,0,"Una porquería, no me deja hacer transferencias, todo el tiempo me pide activar el token cuando ya lo he hecho, un fastidio.",transferencias
73608,2021-09-29 17:22:20,Me es fácil transferir,5.62,0,Me es fácil transferir,transferencias
73615,2021-09-29 17:36:31,"Es casi perfecta, solo le falta la facilidad para hacer transferencia sin tanto cuento.",5.62,0,"Es casi perfecta, solo le falta la facilidad para hacer transferencia sin tanto cuento.",transferencias
73645,2021-09-29 16:58:23,"Me bloquearon la cuenta digital después de pasar todas las validaciones para una transferencia Interbancaria, tardaron aproximadamente una semana en resolver el problema en sucursal, y me era muy indispensable realizar la transferencia así que la realice por Spei que me cobraron obviamente, hasta que realice la transferencia por Spei que me cobraron, se resuelve el bloqueo de mi aplicación 🤔.",5.62,0,"Me bloquearon la cuenta digital después de pasar todas las validaciones para una transferencia Interbancaria, tardaron aproximadamente una semana en resolver el problema en sucursal, y me era muy indispensable realizar la transferencia así que la realice por Spei que me cobraron obviamente, hasta que realice la transferencia por Spei que me cobraron, se resuelve el bloqueo de mi aplicación 🤔.",transferencias
73686,2021-09-29 18:15:30,"Urge que ya arreglen la app no se puede hacer transferencia ni retirar lo de dinero creciente, se cierra de repente no deja hacer nada.",5.62,0,"Urge que ya arreglen la app no se puede hacer transferencia ni retirar lo de dinero creciente, se cierra de repente no deja hacer nada.",transferencias
73694,2021-09-29 18:28:57,Terrible cada que quiero hacer transferencia me saca de la aplicación,5.62,0,Terrible cada que quiero hacer transferencia me saca de la aplicación,transferencias
73699,2021-09-26 17:35:47,Batallo mucho para hacer transferencias,5.62,0,Batallo mucho para hacer transferencias,transferencias
73736,2021-09-22 17:50:04,Muy buena aplicación. Me ahorra las idas al banco para hacer transferencias.,5.62,0,Muy buena aplicación. Me ahorra las idas al banco para hacer transferencias.,transferencias
73738,2021-09-22 18:17:26,Antes le ponía 5 estrellas pero con la actualización actual al querer ver los.movimientos de.mi cuenta o realizar una transferencia se cierra la app y con el límite de los 5 mins es extremadamente molesto,5.62,0,Antes le ponía 5 estrellas pero con la actualización actual al querer ver los.movimientos de.mi cuenta o realizar una transferencia se cierra la app y con el límite de los 5 mins es extremadamente molesto,transferencias
73761,2021-09-23 00:13:09,Para poder hacer transferencia ocupa un toque de súper móvil,5.61,0,Para poder hacer transferencia ocupa un toque de súper móvil,transferencias
73781,2021-09-22 20:34:40,"Pésima, inicio sesión y al momento de tratar de hacer una transferencia me saca de la app y tengo que esperar 5 minutos para poder ingresar nuevamente a la app y nuevamente me. Saca",,0,"Pésima, inicio sesión y al momento de tratar de hacer una transferencia me saca de la app y tengo que esperar 5 minutos para poder ingresar nuevamente a la app y nuevamente me. Saca",transferencias
73786,2021-09-22 22:15:19,Se traba un poco para hacer transferencias pero en general es muy buena la app,5.62,0,Se traba un poco para hacer transferencias pero en general es muy buena la app,transferencias
73788,2021-09-22 21:07:07,Se cierra constantemente al iniciar cualquier trámite como retiro sin tarjeta y transferencias,,0,Se cierra constantemente al iniciar cualquier trámite como retiro sin tarjeta y transferencias,transferencias
73800,2021-09-22 12:57:03,"ASCO de aplicación, es increíble que para hacer una transferencia hay que poner el número de token y tengo que tener a huevo un token físico o otro teléfono para activar el bendito token y si perdí el teléfono o el token ya me chingue hay que volver a hacer ese engorroso trámite para sacar un token nuevo o reactivar el token digital. Creo que BBVA esta mucho mejor que Santander el token ya se queda grabado en el teléfono y no te pide algo extra para poder transferir.",5.59.2,0,"ASCO de aplicación, es increíble que para hacer una transferencia hay que poner el número de token y tengo que tener a huevo un token físico o otro teléfono para activar el bendito token y si perdí el teléfono o el token ya me chingue hay que volver a hacer ese engorroso trámite para sacar un token nuevo o reactivar el token digital. Creo que BBVA esta mucho mejor que Santander el token ya se queda grabado en el teléfono y no te pide algo extra para poder transferir.",transferencias
